"시도별",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"전국",2.752,3.062,3.396,3.761,4.227,4.902,5.564,6.214,6.414,7.973,9.986,11.517,12.680,14.513,17.173,22.101,26.820,28.748,29.732,30.408,31.156,32.013,32.989,35.346,37.361,40.564,44.350,47.106,49.367,52.460,54.811,57.510,60.063,64.576,65.101,66.572,69.279,71.193,73.695,76.341,78.444,80.202,82.235,86.079,88.452,91.051,94.717,96.789,98.048,99.298,100.00,100.97,102.93,104.45,104.85
